Galleria_mellonella	Achroia_grisella	Amyelois_transitella	Bombyx_mori	Danaus_plexippus	Helicoverpa_armigera	Ostrinia_nubilalis	Plodia_interpunctella	Plutella_xylostella	Manduca_sexta	Arctopsyche_grandis
gene-LOC113517152	gene-LOC131842979	gene-LOC106137851	gene-LOC101738935	gene-LOC116772862	gene-LOC110377348	gene-LOC135080830	gene-LOC128677037	gene-LOC105381956	gene-LOC115449361	gene-LOC143919369
gene-LOC113511368	gene-LOC131843442	gene-LOC106137850	.	gene-LOC116773258	.	gene-LOC135080831	gene-LOC128677013	gene-LOC105381961	.	.
gene-LOC128202002	gene-LOC131843442	gene-LOC106137850	.	gene-LOC133320370	.	gene-LOC135080831	gene-LOC128677013	gene-LOC105381961	.	.
gene-LOC113519750	gene-LOC131843431	gene-LOC106137862	gene-LOC778519	gene-LOC116772970	gene-LOC110377378	gene-LOC135080474	gene-LOC128676994	gene-LOC105381918	gene-LOC115450197	gene-ATPsynCF6
gene-LOC113519779	gene-LOC131842763	gene-LOC106137860	gene-LOC101746046	gene-LOC116773194	gene-LOC110377376	gene-LOC135080475	gene-LOC128676864	gene-LOC105381917	gene-LOC115449855	gene-AMPdeam
gene-Trnay-gua-5	.	.	.	.	.	.	.	.	.	.
gene-LOC128201986	.	.	.	.	.	.	.	.	.	.
gene-LOC113516359	gene-LOC131842763	gene-LOC106137849	gene-LOC101746189	gene-LOC116773157	gene-LOC110377344	gene-LOC135080476	gene-LOC128676958	gene-LOC105381952	gene-LOC115449720	gene-AMPdeam
gene-LOC113515891	gene-LOC131842973	gene-LOC106137852	gene-LOC101746335	gene-LOC116773074	gene-LOC110377345	gene-LOC135080477	gene-LOC128676957	gene-LOC105384239	gene-LOC115450086	gene-mRRF2
gene-LOC113510242	gene-LOC131843462	gene-LOC106137867	gene-LOC101746473	gene-LOC116772875	gene-LOC110377349	gene-LOC135080801	gene-LOC128677001	gene-LOC105381915	gene-LOC115449289	gene-Rat1
gene-LOC116413457	gene-LOC131842960	gene-LOC106137878	gene-LOC101739075	gene-LOC116772869	gene-LOC110377368	gene-LOC135080833	gene-LOC128677160	gene-LOC105381913	gene-LOC115450138	gene-LOC143918550
gene-LOC113510194	gene-LOC131842721	gene-LOC106137848	gene-LOC101746618	gene-LOC116772927	gene-LOC110377353	gene-LOC135080479	gene-LOC128676996	gene-LOC105393694	gene-LOC115449539	gene-LOC143919351
gene-LOC113521867	gene-LOC131842706	gene-LOC106137872	gene-LOC101739220	gene-LOC116772926	gene-LOC110377352	gene-LOC135080478	gene-LOC128676995	gene-LOC105381949	gene-LOC115449529	.
gene-LOC113510892	gene-LOC131843797	gene-LOC106142614	gene-LOC101739499	gene-LOC116772936	gene-LOC110377350	gene-LOC135080834	gene-LOC128677101	gene-LOC105393702	gene-LOC115449239	gene-Polr3A
gene-LOC113514601	gene-LOC131843316	gene-LOC106137880	gene-LOC101739636	gene-LOC116772870	gene-LOC110377351	gene-LOC135080835	gene-LOC128677052	gene-LOC105393350	gene-LOC115449553	gene-Rat1
gene-LOC113515730	gene-LOC131843661	gene-LOC106137857	gene-LOC101746841	gene-LOC116772987	gene-Roh	gene-LOC135080340	gene-LOC128676982	gene-LOC105393335	gene-LOC115449228	.
gene-LOC113517011	gene-LOC131843482	gene-LOC106137879	gene-LOC101739780	gene-LOC116773099	gene-LOC110382142	gene-LOC135080836	gene-LOC128676931	gene-LOC105393352	gene-LOC115449385	.
gene-LOC113514658	gene-LOC131843154	gene-LOC106137853	gene-LOC101735505	gene-LOC116773101	.	gene-LOC135080483	gene-LOC128676980	gene-LOC105393338	gene-LOC115449417	.
gene-LOC113514675	gene-LOC131842931	gene-LOC106137854	gene-LOC101735376	gene-LOC116773102	gene-LOC110382150	gene-LOC135080485	gene-LOC128676981	gene-LOC105393337	gene-LOC115449442	.
gene-LOC113514123	gene-LOC131842732	gene-LOC106137886	gene-LOC101747169	gene-LOC116773100	gene-LOC110382141	gene-LOC135080837	gene-LOC128676979	gene-LOC105393336	gene-LOC115449395	.
gene-LOC113512708	gene-LOC131843215	gene-LOC106137869	gene-LOC101736226	gene-LOC116773174	gene-LOC110382146	gene-LOC135080487	gene-LOC128676992	gene-LOC105393340	gene-LOC115449431	.
gene-LOC128202003	gene-LOC131843196	gene-LOC106137868	gene-LOC101736091	gene-LOC116773348	.	.	gene-LOC128676990	.	gene-LOC115449411	.
gene-LOC113513640	gene-LOC131843622	gene-LOC106137871	gene-LOC101739917	gene-LOC116773184	gene-LOC110382153	gene-LOC135080486	gene-LOC128676989	gene-LOC105393341	gene-LOC115449271	.
gene-LOC113513398	gene-LOC131843568	gene-LOC106137870	gene-LOC101740053	gene-LOC116773256	gene-LOC110382152	gene-LOC135080341	gene-LOC128677064	gene-LOC105393343	gene-LOC115449260	.
gene-LOC113516541	gene-LOC131842693	gene-LOC106137845	gene-LOC101736439	gene-LOC116772952	gene-Clbn	gene-LOC135080518	gene-LOC128677063	gene-LOC105393342	gene-LOC115449256	.
gene-LOC113516543	gene-LOC131843687	gene-LOC106137859	gene-LOC101736615	gene-LOC116773153	gene-LOC110379247	gene-LOC135080838	gene-LOC128676991	gene-LOC105393344	gene-LOC115449250	.
gene-LOC113518010	gene-LOC131843679	gene-LOC106137844	gene-LOC101736759	gene-LOC116773087	gene-LOC110379249	gene-LOC135080342	gene-LOC128677263	gene-LOC105393345	gene-LOC115450042	gene-LOC143921367
gene-LOC113509104	gene-LOC131843595	gene-LOC106137855	gene-LOC101736885	gene-LOC116773193	gene-LOC110379251	gene-LOC135080344	gene-LOC128677209	gene-LOC105393346	gene-LOC115450036	gene-LOC143921367
gene-LOC113519897	gene-LOC131842651	gene-LOC106137864	gene-LOC101737806	gene-LOC116772960	gene-LOC110379250	gene-LOC135080508	gene-LOC128677220	gene-LOC105381563	gene-LOC115450162	gene-hth
gene-LOC113519890	gene-LOC131843697	gene-LOC106137843	gene-CPH33	gene-LOC116773111	gene-LOC110379248	gene-LOC135080346	gene-LOC128677252	gene-LOC105395520	gene-LOC115450115	gene-LOC143921639
gene-LOC113519853	gene-LOC131843223	gene-LOC106137856	gene-LOC101737334	gene-LOC116773270	gene-LOC110379242	gene-LOC135080492	gene-LOC128676934	gene-LOC105396224	gene-LOC115450072	gene-PTPMT1
gene-LOC113509234	gene-LOC131843232	gene-LOC106137882	gene-LOC101737567	gene-LOC116772946	gene-LOC110379246	gene-LOC135080493	gene-LOC128676935	gene-LOC105395521	gene-LOC115449706	gene-SdhD
gene-LOC113509233	gene-LOC131842811	gene-LOC106137881	gene-LOC101737187	gene-LOC116772944	gene-LOC110379244	gene-LOC135080491	gene-LOC128677180	gene-LOC105396225	gene-LOC115449942	gene-Rpt5
gene-LOC116413042	gene-LOC131842921	gene-LOC106137883	gene-LOC101742089	gene-LOC116773086	gene-LOC110379252	gene-LOC135080841	gene-LOC128677182	gene-LOC105395526	gene-LOC115449323	.
gene-LOC113513283	gene-LOC131843415	gene-LOC106137887	gene-Bmp-2	gene-LOC116772951	gene-LOC110381949	gene-LOC135080513	gene-LOC128677184	gene-LOC105395523	gene-LOC115449332	gene-LOC143921012
gene-LOC113513281	gene-LOC131843765	gene-LOC106140938	gene-LOC101736832	gene-LOC116773024	gene-LOC110381948	.	gene-LOC128677187	gene-LOC105387357	gene-LOC115449675	.
gene-LOC113513412	gene-LOC131843577	gene-LOC106137842	gene-LOC101741943	gene-LOC116773255	gene-LOC110381935	gene-LOC135080842	gene-LOC128677181	gene-LOC105387370	gene-LOC115449634	.
gene-LOC113513413	gene-LOC131843637	gene-LOC106137841	.	.	.	.	gene-LOC128677186	.	.	.
gene-LOC113513414	gene-LOC131843334	gene-LOC106137876	gene-LOC101736699	gene-LOC116773146	gene-LOC110381936	gene-LOC135080497	gene-LOC128677078	gene-LOC105387358	gene-LOC115449623	gene-cbc
gene-LOC113513378	gene-LOC131843355	gene-LOC106137874	gene-LOC101741795	gene-LOC116772953	gene-LOC110381946	gene-LOC135080843	gene-LOC128677077	gene-LOC105387372	gene-LOC115449836	gene-AlaRS-m
gene-LOC113515258	gene-LOC131842901	gene-LOC106137840	gene-LOC101736558	gene-LOC116773351	gene-LOC110381937	gene-LOC135080498	gene-LOC128676944	gene-LOC105387276	gene-LOC115449643	gene-Hrd3
gene-LOC113515796	gene-LOC131843365	gene-LOC106137838	gene-LOC101736222	gene-LOC116773352	gene-LOC110381938	gene-LOC135080844	gene-LOC128676945	gene-LOC105387361	gene-LOC115449507	.
gene-LOC113513738	gene-LOC131843344	gene-LOC106136263	gene-LOC101741656	gene-LOC116772920	gene-LOC110381944	gene-LOC135080503	gene-LOC128676972	gene-LOC105387362	gene-LOC115449302	.
gene-LOC116413708	gene-LOC131843396	gene-LOC106136168	gene-LOC101736085	gene-LOC116772975	gene-LOC110381939	gene-LOC135080845	gene-LOC128676973	gene-LOC105387363	gene-LOC115450153	.
gene-LOC113509284	gene-LOC131843406	gene-LOC106136167	gene-LOC105842988	gene-LOC116772974	gene-LOC110381943	gene-LOC135080511	gene-LOC128676976	gene-LOC105387278	gene-LOC115449312	.
gene-LOC116412661	gene-LOC131843473	gene-LOC106136257	gene-LOC101735958	gene-LOC116773317	gene-LOC110382802	gene-LOC135080510	gene-LOC128677140	gene-LOC105383895	gene-LOC115450204	.
gene-LOC113516379	gene-LOC131842743	gene-LOC106136246	gene-LOC101735685	gene-LOC116772937	gene-LOC110382797	gene-LOC135080512	gene-LOC128676912	gene-LOC105383893	gene-LOC115449280	gene-LOC143910179
gene-LOC113516378	gene-LOC131842799	gene-LOC106136245	gene-LOC101735544	gene-LOC116773068	gene-LOC110382796	gene-LOC135080349	gene-LOC128676911	gene-LOC105393329	gene-LOC115450103	gene-PNPase
gene-LOC113516380	gene-LOC131843714	gene-LOC106136210	gene-LOC101735312	.	.	.	gene-LOC128677021	gene-LOC119691067	.	.
gene-LOC113513384	gene-LOC131843814	gene-LOC106136165	gene-LOC105842984	gene-LOC116773344	gene-LOC110382799	gene-LOC135080350	gene-LOC128677265	.	gene-LOC115449845	.
gene-LOC113513383	gene-LOC131843510	gene-LOC106136275	gene-LOC101746653	gene-LOC116773310	gene-LOC110375843	gene-LOC135080351	gene-LOC128677167	gene-LOC105393321	gene-LOC115450218	.
gene-LOC113513503	gene-LOC131843492	gene-LOC106136243	gene-LOC101741376	gene-LOC116772848	gene-LOC110375865	gene-LOC135080803	gene-LOC128676924	gene-LOC105395228	gene-LOC115449343	gene-Calx
gene-LOC113509442	gene-LOC131843539	.	.	.	gene-LOC110375847	.	.	gene-LOC105393871	.	.
gene-LOC113511351	gene-LOC131843557	gene-LOC106136271	gene-LOC101741238	gene-LOC116772940	gene-LOC110375861	gene-LOC135080804	gene-LOC128677066	gene-LOC105395510	gene-LOC115449687	gene-Gcn2
gene-LOC113513701	gene-LOC131842893	gene-LOC106136208	gene-LOC101741099	.	gene-LOC110375862	.	gene-LOC128677218	.	.	.
gene-LOC113514819	gene-LOC131843530	gene-LOC106136203	gene-LOC101741099	.	.	.	gene-LOC128677216	.	.	.
gene-LOC113517749	gene-LOC131843521	gene-LOC106136275	gene-LOC101746653	gene-LOC116773310	gene-LOC110375864	gene-LOC135080357	gene-LOC128677167	gene-LOC105393321	gene-LOC115450218	.
gene-LOC128201951	gene-LOC131843547	.	.	.	.	.	.	.	.	.
gene-LOC113516397	gene-LOC131843721	gene-LOC106136162	gene-LOC101740815	gene-LOC116773045	gene-LOC110378810	gene-LOC135080805	gene-LOC128677061	gene-LOC119691058	.	.
gene-LOC113520958	gene-LOC131842877	gene-LOC106136265	gene-LOC105842990	gene-LOC116773052	gene-LOC126056291	gene-LOC135080507	gene-LOC128677131	gene-LOC105386097	gene-LOC115446446	gene-LOC143920768
gene-LOC113519852	gene-LOC131842868	gene-LOC106136161	gene-LOC101745945	gene-LOC116773062	gene-LOC110378813	gene-LOC135080360	gene-LOC128677232	gene-LOC119691014	gene-LOC115446438	gene-LOC143920767
gene-LOC113514809	gene-LOC131843850	gene-LOC106136157	gene-LOC119628414	gene-LOC133320336	gene-LOC110378816	gene-LOC135080361	gene-LOC128677203	gene-LOC105386123	gene-LOC115446440	.
gene-LOC113519655	gene-LOC131843841	gene-LOC106136277	gene-LOC119630562	gene-LOC133320336	gene-LOC110378814	gene-LOC135080499	gene-LOC128677204	gene-LOC105386123	gene-LOC115446445	gene-LOC143920767
gene-LOC113519909	.	.	.	.	.	.	.	.	.	.
gene-LOC116413608	gene-LOC131842784	gene-LOC106136254	gene-LOC101740264	gene-LOC116773050	gene-LOC110378817	gene-LOC135080505	gene-LOC128677162	gene-LOC105386067	gene-LOC115446437	gene-pxb
gene-LOC113522597	gene-LOC131843704	gene-LOC106136156	gene-LOC101745601	gene-LOC116773057	gene-LOC110376443	gene-LOC135080364	gene-LOC128677246	gene-LOC105381850	gene-LOC119189246	.
gene-LOC113522351	gene-LOC131842858	gene-LOC106136155	gene-LOC101745459	gene-LOC116773253	gene-LOC110376447	gene-LOC135080500	gene-LOC128677089	gene-LOC105381848	gene-LOC115446819	.
gene-LOC113514606	gene-LOC131843858	gene-LOC106136279	gene-LOC101745319	gene-LOC116773054	gene-LOC110376423	gene-LOC135080501	gene-LOC128677087	gene-LOC105381849	gene-LOC115446817	.
gene-LOC113522219	gene-LOC131843868	gene-LOC106136280	gene-LOC101745175	gene-LOC116773056	gene-LOC110376455	gene-LOC135080365	gene-LOC128677088	gene-LOC105381845	gene-LOC115446821	.
gene-LOC113519734	gene-LOC131843876	gene-LOC106136195	gene-LOC692416	gene-LOC116773060	gene-LOC110376452	gene-LOC135080502	gene-LOC128677300	gene-LOC105381847	gene-LOC115446820	.
gene-LOC113519703	gene-LOC131842848	gene-LOC106136222	gene-Chbp	gene-LOC116773088	gene-LOC110376413	gene-LOC135080516	gene-LOC128677296	gene-LOC105381882	gene-LOC115446804	gene-LOC143921673
gene-LOC113510477	gene-LOC131843185	gene-LOC106136221	gene-LOC101745024	gene-LOC116773323	gene-LOC110376416	gene-LOC135080504	gene-LOC128677297	gene-LOC105381851	gene-LOC115446803	gene-PpD3
gene-LOC113519849	gene-LOC131843807	gene-LOC106136229	gene-LOC101740125	gene-LOC116773324	gene-LOC110376438	gene-LOC135080367	gene-LOC128677065	gene-LOC105381883	gene-LOC115446801	gene-Desi
gene-LOC128201958	gene-LOC131842830	gene-LOC132902805	gene-LOC105842982	.	gene-LOC126056292	gene-LOC135080520	gene-LOC128676940	.	.	.
gene-LOC113519848	.	gene-LOC106136154	.	.	.	.	.	.	.	.
gene-LOC128199952	gene-LOC131842820	gene-LOC106136153	gene-LOC101744782	gene-LOC116773322	gene-LOC110376454	gene-LOC135080519	gene-LOC128676936	gene-LOC105381852	gene-LOC115446802	.
gene-LOC113519847	.	gene-LOC106136226	gene-LOC101739993	gene-LOC116773326	gene-LOC110376429	gene-LOC135080521	gene-LOC128676937	gene-LOC105381853	gene-LOC115446816	.
gene-LOC113519846	gene-LOC131843097	gene-LOC106136225	gene-LOC101744495	gene-LOC116772837	gene-LOC110376430	gene-LOC135080846	gene-LOC128676938	gene-LOC105381854	gene-LOC115446799	.
gene-LOC113519674	gene-LOC131843119	gene-LOC106136224	gene-LOC101743965	gene-LOC116772837	gene-LOC110376453	gene-LOC135080368	gene-LOC128676939	gene-LOC105381854	gene-LOC115446822	.
gene-LOC113511988	gene-LOC131843119	gene-LOC106136224	gene-LOC101743965	gene-LOC116772837	gene-LOC110376453	gene-LOC135080368	gene-LOC128676939	gene-LOC105381854	gene-LOC115446822	.
gene-LOC113519692	gene-LOC131843133	gene-LOC106136238	gene-LOC101743816	gene-LOC116772838	gene-LOC110376448	gene-LOC135080369	.	gene-LOC105381855	gene-LOC115446823	.
gene-LOC113519627	gene-LOC131842774	gene-LOC106136239	gene-LOC101740215	gene-LOC116772836	gene-LOC110376417	gene-LOC135080532	gene-LOC128676874	gene-LOC105381857	gene-LOC115446805	gene-Adss
gene-LOC113519657	gene-LOC131843176	gene-LOC106136264	gene-LOC101739294	gene-LOC116773031	gene-LOC110376437	gene-LOC135080522	gene-LOC128676983	gene-LOC105381859	gene-LOC115446815	.
gene-LOC113519723	gene-LOC131843166	gene-LOC106136207	gene-LOC101743667	gene-LOC116772942	gene-LOC110376422	gene-LOC135080523	gene-LOC128676984	gene-LOC105381858	gene-LOC115446806	.
gene-LOC113519790	gene-LOC131843604	gene-LOC106136211	gene-LOC101739157	gene-LOC116772941	gene-LOC110376445	gene-LOC135080847	gene-LOC128676986	gene-LOC105395623	gene-LOC115446813	.
gene-LOC113519844	gene-LOC131843646	gene-LOC106136150	gene-LOC101743528	gene-LOC116772898	gene-LOC110376431	gene-LOC135080848	gene-LOC128676985	gene-LOC105381885	gene-LOC115446814	.
gene-LOC128201942	.	.	.	.	.	.	.	.	.	.
gene-LOC128201945	.	.	.	.	.	.	.	.	.	.
gene-LOC113519746	gene-LOC131847554	gene-LOC106136281	gene-LOC101743302	gene-LOC116772899	gene-LOC110376425	gene-LOC135080524	gene-LOC128676987	gene-LOC119691009	gene-LOC115451958	.
gene-LOC113519737	gene-LOC131847561	gene-LOC106136233	gene-LOC692863	gene-LOC116773200	gene-LOC110376427	gene-LOC135080525	gene-LOC128676915	gene-LOC105380559	gene-LOC119189229	.
gene-LOC113519598	gene-LOC131847560	gene-LOC106136231	gene-LOC101743064	gene-LOC116772939	gene-Sec23	gene-LOC135080527	gene-LOC128676914	gene-LOC105380558	gene-LOC119189157	.
gene-LOC128201944	.	.	.	gene-LOC116772938	gene-LOC110376449	.	gene-LOC128676913	.	.	.
gene-LOC128201943	.	gene-LOC106136232	gene-LOC110386926	gene-LOC116772938	.	.	gene-LOC128676913	.	gene-LOC119189155	.
gene-LOC113519840	gene-LOC131847637	gene-LOC106136272	gene-LOC101742923	gene-LOC116773314	gene-LOC110376432	gene-LOC135080849	gene-LOC128677068	gene-LOC105381888	gene-LOC115448340	.
gene-LOC128201990	.	.	.	.	.	.	.	.	.	.
gene-LOC113519784	gene-LOC131847710	gene-LOC106136276	gene-LOC101742770	gene-LOC116772980	gene-LOC110376415	gene-LOC135080850	gene-LOC128677075	gene-LOC119691016	gene-LOC115448335	.
gene-LOC113519599	gene-LOC131847571	gene-LOC106136194	gene-eIF4AIII	gene-LOC116773049	gene-LOC110376439	gene-LOC135080528	gene-LOC128677190	gene-LOC105391640	gene-LOC115448344	.
gene-LOC113519775	gene-LOC131847645	gene-LOC106136256	gene-LOC100852386	gene-LOC116773263	gene-LOC110376442	gene-LOC135080529	gene-LOC128677205	gene-LOC105391638	gene-LOC115448342	.
gene-LOC113519623	gene-LOC131847765	gene-LOC106136148	gene-LOC101742628	gene-LOC116772874	gene-LOC110376424	gene-LOC135080530	gene-LOC128676867	gene-LOC105391637	gene-LOC115448343	.
gene-LOC113519660	gene-LOC131847673	gene-LOC106136200	gene-LOC692811	gene-LOC116772906	gene-LOC110376433	gene-LOC135080531	gene-LOC128676869	gene-LOC105393747	gene-LOC115448338	gene-Etfb
gene-LOC113519839	gene-LOC131847665	gene-LOC106141066	gene-LOC101742381	gene-LOC116772907	gene-LOC110376440	gene-LOC135080852	gene-LOC128676868	gene-LOC105391635	gene-LOC119189174	gene-LOC143910929
gene-LOC113519774	gene-LOC131847664	gene-LOC106136267	gene-LOC101742144	gene-LOC116772880	gene-LOC110376444	gene-LOC135080533	gene-LOC128677206	gene-LOC105391634	gene-LOC115448345	.
gene-LOC113519610	gene-LOC131847793	gene-LOC106136252	gene-LOC101742003	gene-LOC116773249	gene-Pole1	gene-LOC135080853	gene-LOC128677072	gene-LOC105393752	gene-LOC115448332	gene-PolE1
gene-LOC113519722	gene-LOC131847792	gene-LOC106136249	gene-LOC101741617	gene-LOC116773162	gene-LOC110376446	gene-LOC135080372	gene-LOC128677277	gene-LOC105391633	gene-LOC115448346	gene-Sec13
gene-LOC113519663	gene-LOC131847613	gene-LOC106136250	gene-LOC101741756	gene-LOC116773196	gene-LOC110376419	gene-LOC135080534	gene-LOC128677278	gene-LOC105391632	gene-LOC115448336	.
gene-LOC113519606	gene-LOC131847614	gene-LOC106136251	gene-LOC732877	gene-LOC116773163	gene-Rab8	gene-LOC135080535	gene-LOC128677279	gene-LOC105391631	gene-LOC115448337	gene-Rab8
gene-LOC113519761	gene-LOC131847775	gene-LOC106136247	gene-LOC101741478	gene-LOC116773186	gene-LOC110376434	gene-LOC135080539	gene-LOC128677280	gene-LOC105391630	gene-LOC115448333	.
gene-LOC113519838	gene-LOC131847774	gene-LOC106136248	gene-LOC101739010	gene-LOC116773185	gene-LOC110376435	gene-LOC135080854	gene-LOC128677276	gene-LOC105391642	gene-LOC115448327	.
gene-LOC113519694	gene-LOC131847652	gene-LOC106136270	gene-LOC101741341	gene-LOC116772894	gene-Red	gene-LOC135080536	gene-LOC128677025	gene-LOC105387445	gene-LOC115448347	gene-LOC143910899
gene-LOC113519755	gene-LOC131847576	gene-LOC106136237	gene-LOC101741141	gene-LOC116773247	gene-LOC135118290	gene-LOC135080855	gene-LOC128677270	gene-LOC105385854	gene-LOC119189207	gene-LOC143910803
gene-LOC128201941	.	.	.	.	.	.	.	.	.	.
gene-LOC113513591	gene-LOC131847711	gene-LOC106136209	gene-LOC101740994	gene-LOC116773297	gene-LOC110373441	gene-LOC135080380	gene-LOC128677274	gene-LOC105380804	gene-LOC119189236	.
gene-LOC113512232	gene-LOC131847760	gene-LOC106129146	gene-LOC101740853	gene-LOC116773246	gene-LOC110373498	gene-LOC135080540	gene-LOC128677271	gene-LOC105380805	gene-LOC115446932	.
gene-LOC113512231	gene-LOC131847760	.	gene-LOC101740853	gene-LOC116773311	gene-LOC110373485	gene-LOC135080541	.	gene-LOC105380806	gene-LOC115446933	.
gene-LOC113517996	.	gene-LOC106143378	.	.	gene-LOC110373488	.	gene-LOC128677275	gene-LOC105380830	.	.
gene-LOC113517998	gene-LOC131847619	gene-LOC106130236	gene-LOC101738071	gene-LOC116773244	gene-Atg2	gene-LOC135080857	gene-LOC128677194	gene-LOC105380832	gene-LOC119189207	.
gene-LOC113519664	gene-LOC131847582	gene-LOC106129212	gene-mRpS5	gene-LOC116773242	gene-LOC110373436	gene-LOC135080381	gene-LOC128677197	gene-LOC105380809	gene-LOC115446931	.
gene-LOC113519719	gene-LOC131847703	gene-LOC106129611	gene-LOC101740223	gene-LOC116772866	gene-LOC110373432	gene-LOC135080543	gene-LOC128677199	gene-LOC105389321	gene-LOC115446919	.
gene-LOC113519718	gene-LOC131847660	gene-LOC106129600	gene-LOC101740443	gene-LOC116772865	gene-LOC110373431	gene-LOC135080542	gene-LOC128677196	gene-LOC105389322	gene-LOC115446918	.
gene-LOC113519693	gene-LOC131847638	gene-LOC106143398	gene-LOC101739949	gene-LOC116772864	gene-LOC110373370	gene-LOC135080544	gene-LOC128677195	gene-LOC105380802	gene-LOC115446925	.
gene-LOC113519617	gene-LOC131847720	gene-LOC106129630	gene-LOC101739719	gene-LOC116773079	gene-LOC110373426	gene-LOC135080547	gene-LOC128677202	gene-LOC105380801	gene-LOC115446929	.
gene-LOC113519616	gene-LOC131847687	gene-LOC106129622	gene-LOC101739575	gene-LOC116773078	gene-LOC110373425	gene-LOC135080546	gene-LOC128677198	gene-LOC105380800	gene-LOC115446928	.
gene-LOC113519685	gene-LOC131847644	gene-LOC106129641	gene-LOC101742778	gene-LOC116772817	gene-LOC110373424	gene-LOC135080382	gene-LOC128676928	gene-LOC105380799	gene-LOC115446927	.
gene-LOC113519901	gene-LOC131847656	gene-LOC106129652	gene-LOC101742532	gene-LOC116772816	gene-LOC110373396	gene-LOC135080548	gene-LOC128676927	gene-LOC105380825	gene-LOC115446924	gene-FBXO11
gene-LOC113519725	gene-LOC131847661	gene-LOC106129746	gene-LOC101735415	gene-LOC116773191	gene-LOC110373462	gene-LOC135080383	gene-LOC128677006	gene-LOC105380824	gene-LOC115446916	gene-Sras
gene-LOC113519684	gene-LOC131847716	gene-LOC106129738	gene-LOC101742385	gene-LOC116773241	gene-LOC110373447	gene-LOC135080858	gene-LOC128677005	gene-LOC105380798	gene-LOC119189169	.
gene-LOC113519822	gene-LOC131847715	gene-LOC106129723	gene-LOC101742247	gene-LOC116772845	gene-LOC110373371	gene-LOC135080550	gene-LOC128677284	gene-LOC105380797	gene-LOC115446914	gene-Stt3B
